,Address,City,Name,Rating,State,ZipCode
27894,510 Plaza Dr,Folsom,InVision 3D4D Ultrasound,4.0,CA,95630
27895,8110 Laguna Blvd,Elk Grove,UC Davis Medical Group-Elk Grove,3.0,CA,95758
27896,1840 Sierra Gardens Dr,Roseville,Kaiser Permanente Roseville Medical Center,4.5,CA,95661
27897,1655 Creekside Drive,Folsom,Radiological Associates of Sacramento Medical Group,4.0,CA,95630
27898,631 S Ham Ln,Lodi,Lodi Physical Therapy,5.0,CA,95242
27899,558 La Sierra Dr,Sacramento,"WellnessMart, MD",3.0,CA,95864
27900,2345 Fair Oaks Blvd.,Sacramento,Kaiser Permanente Fair Oaks Boulevard Medical Offices,3.0,CA,95825
27901,9717 Elk Grove Florin Rd,Elk Grove,Sacramento Family Medical Clinic,2.5,CA,95624
27902,11220 Gold Express Dr,Gold River,Smart Healthcare Solutions,2.0,CA,95670
27903,421 Blue Ravine Rd,Folsom,EYEcenter Optometric,1.0,CA,95630
27904,645 W Harding Way,Stockton,Pacific Complementary Medicine Center,4.5,CA,95204
27905,10410 Coloma Rd,Rancho Cordova,Casa Coloma Health Care Center,5.0,CA,95670
27906,2315 Stockton Blvd,Sacramento,UC Davis Medical Center,2.5,CA,95817
27907,2261 Douglas Blvd,Roseville,UC Davis Medical Group-Roseville,3.0,CA,95661
27908,10200 Trinity Pkwy,Stockton,Trinity Urgent Care,2.5,CA,95219
27909,10423 Old Placerville Rd,Sacramento,Wellspace Health,1.5,CA,95827
27910,9250 Fairway Dr,Roseville,"WellnessMart, MD",4.0,CA,95678
27911,1130 Conroy Ln,Roseville,Northern California Fertility Medical Center,4.0,CA,95661
27912,95 Scripps Dr,Sacramento,"Debra J Johnson, MD",5.0,CA,95825
27913,6622 Mercy Ct,Fair Oaks,Human Reconstruction,4.5,CA,95628
27914,8120 Timberlake Way,Sacramento,Procedure Center of Southern Sacramento,5.0,CA,95823
27915,6600 Bruceville Rd,Sacramento,Kaiser Dan B Moore,3.5,CA,95823
27916,5767 Greenback Ln,Sacramento,Greenback Oaks Laboratory,4.5,CA,95841
27917,8322 Ferguson Ave,Sacramento,Timberlake Respiratory Care & Home Medical Equipment,2.0,CA,95828
27918,6197 Sunrise Blvd,Citrus Heights,Quest Diagnostics Incorporated,2.5,CA,95610
27919,1900 Dresden Drive,Lincoln,Kaiser Permanente Lincoln Medical Offices,4.0,CA,95648
27920,10423 Old Placerville Rd,Sacramento,Rancho Cordova Community Health Center,1.0,CA,95827
27921,1800 N. California Street,Stockton,St Joseph's Medical Center,2.5,CA,95204
27922,1680 E Roseville Pkwy,Roseville,Kaiser Permanente Optometry Center,3.5,CA,95661
27923,5342 Dudley Blvd,McClellan,McClellan VA Outpatient Clinic,3.5,CA,95652
27924,8665 Folsom Blvd,Sacramento,Alternative Medical Center,4.0,CA,95826
27925,2825 Capitol Ave,Sacramento,Sutter Medical Center,3.0,CA,95816
27926,6600 Madison Ave,Carmichael,"Terrence Robbins, DMD",3.5,CA,95608
27927,1660 E Roseville Pkwy,Roseville,Kaiser Permanente,5.0,CA,95661
27928,6960 Destiny Dr,Rocklin,Placer Private Physicians,5.0,CA,95677
27929,2110 Professional Dr,Roseville,DDI Imaging Center,5.0,CA,95661
27930,1500 21st St,Sacramento,Cares Community Health,3.5,CA,95811
27931,2805 J St,Sacramento,Pain Diagnostic & Treatment Center,5.0,CA,95816
27932,1721 E Hammer Ln,Stockton,Community Medical Center,2.0,CA,95210
27933,10535 Hospital Way,Mather,Sacramento VA Medical Center,3.5,CA,95655
27934,200 Mission Blvd,Jackson,Sutter Amador Hospital,3.0,CA,95642
27935,9250 Fairway Dr,Roseville,"WellnessMart, MD",4.0,CA,95678
27936,1100 Marshall Way,Placerville,Marshall Medical Center,3.0,CA,95667
27937,469 E North St,Manteca,St Judes Care Center,3.5,CA,95336
27938,5342 Dudley Blvd,McClellan,McClellan VA Outpatient Clinic,3.5,CA,95652
27939,6960 Destiny Dr,Rocklin,Placer Private Physicians,5.0,CA,95677
27940,701 E Channel St,Stockton,Community Medical Centers,1.5,CA,95202
27941,550 W West Ranch View Dr,Rocklin,UC Davis Medical Group,3.0,CA,95765
27942,5168 Honpie Rd,Placerville,Shingle Springs Health and Wellness Center,2.5,CA,95667
27943,3070 Camino Heights Dr,Camino,Western Sierra Medical Center,3.0,CA,95709
27944,6622 Mercy Ct,Fair Oaks,Human Reconstruction,4.5,CA,95628
27945,1262 E North St,Manteca,Manteca Medical Group,2.5,CA,95336
27946,3133 Professional Dr,Auburn,Quest Diagnostics,2.0,CA,95603
27947,1721 E Hammer Ln,Stockton,Community Medical Center,2.0,CA,95210
27948,1660 E Roseville Pkwy,Roseville,Kaiser Permanente,5.0,CA,95661
27949,4555 Precissi Ln,Stockton,Planned Parenthood - North Clinic,2.5,CA,95207
27950,Mercy San Juan Medical Center,Sacramento,Mercy Sleep Center,3.0,CA,95821
27951,729 Sunrise Ave,Roseville,Planned Parenthood - Roseville Health Center,3.5,CA,95661
27952,11220 Gold Express Dr,Gold River,Smart Healthcare Solutions,2.0,CA,95670
27953,2333 W March Ln,Stockton,March Lane Quik Care,1.0,CA,95207
27954,6197 Sunrise Blvd,Citrus Heights,Quest Diagnostics Incorporated,2.5,CA,95610
27955,5700 Watt Ave,North Highlands,Planned Parenthood - North Highlands Health Center,3.0,CA,95660
27956,3439 Brookside Rd,Stockton,St. Josephs Women's Imaging Center,3.0,CA,95219
27957,2233 Watt Ave,Sacramento,Passport Health,2.5,CA,95825
27958,1478 Stone Point Dr,Roseville,Lifestyle Lift,3.0,CA,95661
27959,3405 El Camino Ave,Sacramento,The First Amendment,1.0,CA,95821
27960,3630 Mission Ave,Carmichael,Mission Carmichael Health Care Center,1.5,CA,95608
27961,2928 Eastern Ave,Sacramento,Sacramento Family Medical Clinic,3.0,CA,95821
27962,2241 Sunset Blvd,Rocklin,Best Life Medical Center,2.0,CA,95765
27963,782 East Harding Way,Stockton,Dignity Health Medical Group-Stockton,1.0,CA,95205
27964,20601 W Paoli Ln,Weimar,Weimar Family Care,1.0,CA,95736
27965,2531 N California St,Stockton,Pacific Coast Medical Clinic,1.0,CA,95204
27966,4341 Golden Ctr Dr,Placerville,Marshall Sierra Primary Medicine,3.0,CA,95667
27967,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
27968,6347 Coyle Ave,Carmichael,Capitol Interventional Cardiology,2.5,CA,95608
27969,3244 Brookside Rd,Stockton,Stockton Hearing & Speech Center,3.0,CA,95219
27970,1429 Colusa Hwy Ste B,Yuba City,Regency Urgent Care Medical,4.5,CA,95993
27971,520 Cottonwood St,Woodland,Planned Parenthood - Woodland Health Center,5.0,CA,95695
27972,460 Plumas Blvd,Yuba City,Sutter North Medical Group,5.0,CA,95991
27973,970 Plumas St,Yuba City,Fremont Medical Center,5.0,CA,95991
27974,2081 Bronze Star Dr,Woodland,Dignity Health Medical Foundation - Woodland,4.5,CA,95695
27975,584 Kentucky Ave,Woodland,Safe Harbor Crisis House,2.0,CA,95695
27976,1924 Del Paso Rd,Sacramento,North Natomas Medical Center,5.0,CA,95834
27977,4112 E Commerce Way,Sacramento,Quest Diagnostics,2.5,CA,95834
27978,1650 Response Rd,Sacramento,Kaiser Permanente Point West Medical Offices,3.5,CA,95815
27979,4941 Olivehurst Ave,Olivehurst,Ampla Health Lindhurst Medical & Dental,3.0,CA,95961
27980,480 Plumas Blvd,Yuba City,Sutter North Medical Foundation,2.0,CA,95991
27981,425 Plumas Ave,Yuba City,VA Outpatient Clinic,4.5,CA,95991
27982,618 5th St,Marysville,The Freemont - Rideout Cancer Center,4.0,CA,95901
27983,939 Live Oak Blvd,Yuba City,Sierra Health Care Center,1.0,CA,95991
27984,724 Fifth St,Marysville,Peach Tree - Marysville Immediate Care,1.0,CA,95901
27985,500 Jefferson Blvd,West Sacramento,Yolo County,5.0,CA,95605
27986,5342 Dudley Blvd,McClellan,McClellan VA Outpatient Clinic,3.5,CA,95652
27987,4700 Northgate Blvd,Sacramento,U.S. HealthWorks Medical Group,2.0,CA,95834
27988,2805 J St,Sacramento,Pain Diagnostic & Treatment Center,5.0,CA,95816
27989,2345 Fair Oaks Blvd.,Sacramento,Kaiser Permanente Fair Oaks Boulevard Medical Offices,3.0,CA,95825
27990,430 Palora Ave,Yuba City,Planned Parenthood - Yuba City Health Center,1.0,CA,95991
27991,3234 Marysville Blvd,Sacramento,Molina Medical Clinic,2.0,CA,95815
27992,2801 K St,Sacramento,Fort Sutter Surgery Center,3.5,CA,95816
27993,1125 10th St,Sacramento,Planned Parenthood - Capitol Plaza Health Center,3.0,CA,95814
27994,558 La Sierra Dr,Sacramento,"WellnessMart, MD",3.0,CA,95864
27995,2020 J St,Sacramento,Sacramento Native American Health Center,3.0,CA,95814
27996,201 29th St,Sacramento,Planned Parenthood - B Street Health Center,2.5,CA,95816
27997,3810 Rosin Ct,Sacramento,Peach Tree - North Sacramento,3.0,CA,95834
27998,2322 Butano Dr,Sacramento,FPA Women's Health,4.0,CA,95825
27999,1792 Tribute Rd,Sacramento,Sacramento Maternal Fetal Medicine,2.5,CA,95815
28000,515 Michigan Blvd,West Sacramento,We Care Medical Center,1.0,CA,95691
28001,3441 Marysville Blvd,Sacramento,Sacramento Family Medical Center,1.5,CA,95838
28002,3946 Norwood Ave,Sacramento,Molina Medical Clinic,1.0,CA,95838
28003,5700 Watt Ave,North Highlands,Planned Parenthood - North Highlands Health Center,3.0,CA,95660
28004,333 J St,Sacramento,Wong Center Walk-In Clinic,3.0,CA,95814
28005,1900 Point W Way,Sacramento,Optimal-Neurofeedback,5.0,CA,95815
28006,3301 C St,Sacramento,UC Davis Sports Medicine,5.0,CA,95816
28007,3714 Northgate Boulevard,Sacramento,Quest Diagnostics Incorporated,2.5,CA,95834
28008,1450 Expo Pkwy,Sacramento,Apria Healthcare,1.5,CA,95815
28009,1820 J St,Sacramento,Wellspace Health,1.5,CA,95811
28010,1111 Exposition Blvd,Sacramento,Sacramento Spine Treatment Center,2.5,CA,95815
28011,2600 L St,Sacramento,Midtown Oaks Post-Acute,3.0,CA,95816
28012,5710 Watt Ave,North Highlands,Watt Avenue Medical Clinic,2.0,CA,95660
28013,1750 Wright Street,Sacramento,Elica Health Centers-Arden Arcade,4.0,CA,95825
28014,6015 Watt Ave,North Highlands,North Highlands Community Health Center & Birth and Beyond,1.0,CA,95660
28015,77 Cadillac Dr,Sacramento,River Oaks Medical Group,1.5,CA,95825
28016,1725 Professional Dr,Sacramento,Unilab Quest Diagnostics,2.0,CA,95825
28017,123 Commerce Cir,Sacramento,Broadway Medical Service & Supply,3.0,CA,95815
28018,1700 K St,Sacramento,Department of Health Care Services,1.0,CA,95811
28019,2233 Watt Ave,Sacramento,Passport Health,2.5,CA,95825
28020,1090 3rd St,South Lake Tahoe,Barton Family Medicine,1.0,CA,96150
28021,1107 US Hwy 395 N,Gardnerville,Carson Valley Medical Center,3.5,NV,89410
28022,1100 Marshall Way,Placerville,Marshall Medical Center,3.0,CA,95667
28023,200 Mission Blvd,Jackson,Sutter Amador Hospital,3.0,CA,95642
28024,3070 Camino Heights Dr,Camino,Western Sierra Medical Center,3.0,CA,95709
28025,1600 Medical Pkwy,Carson City,Carson Tahoe Regional Medical Center,2.5,NV,89703
28026,889 Alder Ave Ste 203,Incline Village,Incline Medical,5.0,NV,89451
28027,2104 N Village Dr,Truckee,Northstar Medical Clinic,3.0,CA,96161
28028,4150 Technology Way,Carson City,Nevada State Health Division,2.0,NV,89706
28029,604 W Washington St,Carson City,Lab,2.0,NV,89703
28030,4341 Golden Ctr Dr,Placerville,Marshall Sierra Primary Medicine,3.0,CA,95667
28031,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
28032,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
28033,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
28034,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
28035,24800 SE Stark St,Gresham,Legacy Laboratory Services,0.0,OR,97030
28036,2041 NE Burnside Rd,Gresham,Maple Leaf Medical,0.0,OR,97030
28037,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
28038,24900 SE Stark St,Gresham,Northwest Cardiovascular Institute,0.0,OR,97030
28039,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
28040,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
28041,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
28042,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
28043,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
28044,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
28045,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
28046,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
28047,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
28048,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
28049,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
28050,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
28051,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
28052,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
28053,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
28054,1900 Dresden Drive,Lincoln,Kaiser Permanente Lincoln Medical Offices,4.0,CA,95648
28055,El Camino Medical Clinic,Rocklin,Henry J Low MD,5.0,CA,95765
28056,1907 Douglas Blvd,Roseville,Med Care Medical Center,4.0,CA,95661
28057,550 W West Ranch View Dr,Rocklin,UC Davis Medical Group,3.0,CA,95765
28058,1550 3rd St,Lincoln,Lincoln Meadows Care Center,1.0,CA,95648
28059,2241 Sunset Blvd,Rocklin,Best Life Medical Center,2.0,CA,95765
28060,3992 Foothills Blvd,Roseville,"Children's Dental Care - Michael A Staveris, DDS",5.0,CA,95747
28061,4010 Foothills Blvd,Roseville,Sutter Walk-In Care,3.0,CA,95747
28062,2120 Professional Dr,Roseville,Kaiser Permanente Roseville Medical Center,3.0,CA,95661
28063,1001 Riverside Ave.,Roseville,Kaiser Permanente Roseville Medical Offices - Riverside,3.0,CA,95678
28064,300 Harding Blvd,Roseville,Central Valley Laser Center,1.5,CA,95678
28065,11583 C Ave,Auburn,Placer County Medical Center,3.0,CA,95603
28066,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
28067,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
28068,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
28069,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
28070,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
28071,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
28072,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
28073,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
28074,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
28075,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
28076,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
28077,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
28078,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
28079,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
28080,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
28081,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
28082,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
28083,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
28084,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
28085,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
28086,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
28087,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
28088,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
28089,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
28090,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
28091,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
28092,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
28093,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
28094,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
28095,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
28096,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
28097,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
28098,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
28099,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
28100,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
28101,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
28102,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
28103,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
28104,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
28105,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
28106,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
28107,1907 Douglas Blvd,Roseville,Med Care Medical Center,4.0,CA,95661
28108,9250 Fairway Dr,Roseville,"WellnessMart, MD",4.0,CA,95678
28109,1212 Coloma Way,Roseville,Sierra Pregnancy & Health,5.0,CA,95661
28110,6000 Fairway Dr,Rocklin,ScalpMP™,5.0,CA,95677
28111,6960 Destiny Dr,Rocklin,Placer Private Physicians,5.0,CA,95677
28112,1840 Sierra Gardens Dr,Roseville,Kaiser Permanente Roseville Medical Center,4.5,CA,95661
28113,5 Medical Plz,Roseville,Pulmonary Medicine Associates,1.5,CA,95677
28114,2261 Douglas Blvd,Roseville,UC Davis Medical Group-Roseville,3.0,CA,95661
28115,6000 Fairway Dr,Rocklin,Biomechanics Chiropractic Clinic,3.5,CA,95677
28116,2241 Sunset Blvd,Rocklin,Best Life Medical Center,2.0,CA,95765
28117,1680 E Roseville Pkwy,Roseville,Kaiser Permanente Optometry Center,3.5,CA,95661
28118,1660 E Roseville Pkwy,Roseville,Kaiser Permanente,5.0,CA,95661
28119,5 Medical Plaza Dr,Roseville,Roseville Community Health Center,1.5,CA,95661
28120,2120 Professional Dr,Roseville,Kaiser Permanente Roseville Medical Center,3.0,CA,95661
28121,1478 Stone Point Dr,Roseville,Lifestyle Lift,3.0,CA,95661
28122,568 N Sunrise Ave,Roseville,Sutter Medical Foundation,3.0,CA,95661
28123,207 Ctr St,Roseville,Optimal Women's Wellness,5.0,CA,95678
28124,2110 Professional Dr,Roseville,DDI Imaging Center,5.0,CA,95661
28125,568 N Sunrise Ave,Roseville,Ssoa Pt Roseville Sunrise,1.0,CA,95661
28126,1680 E Roseville Parkway,Roseville,Kaiser Permanente Medical Facilities,1.0,CA,95661
28127,300 Harding Blvd,Roseville,Central Valley Laser Center,1.5,CA,95678
28128,1100 Marshall Way,Placerville,Marshall Medical Center,3.0,CA,95667
28129,5168 Honpie Rd,Placerville,Shingle Springs Health and Wellness Center,2.5,CA,95667
28130,11670 Atwood Rd,Auburn,Chapa-De Indian Health,4.0,CA,95603
28131,3200 Bell Road,Auburn,Uc Davis Health System,1.5,CA,95603
28132,3104 Ponte Morino Dr,Cameron Park,Center For Functional & Integrative Medicine,1.5,CA,95682
28133,4341 Golden Ctr Dr,Placerville,Marshall Sierra Primary Medicine,3.0,CA,95667
28134,3133 Professional Dr,Auburn,Quest Diagnostics,2.0,CA,95603
28135,3070 Camino Heights Dr,Camino,Western Sierra Medical Center,3.0,CA,95709
28136,3581 Palmer Dr,Cameron Park,Marshall Cancer Resource Center,0.0,CA,95682
28137,11583 C Ave,Auburn,Placer County Medical Center,3.0,CA,95603
28138,2220 E Bidwell St,Folsom,"Christa Clark, MD, FACS",5.0,CA,95630
28139,1900 Dresden Drive,Lincoln,Kaiser Permanente Lincoln Medical Offices,4.0,CA,95648
28140,2261 Douglas Blvd,Roseville,UC Davis Medical Group-Roseville,3.0,CA,95661
28141,1680 E Roseville Pkwy,Roseville,Kaiser Permanente Optometry Center,3.5,CA,95661
28142,6000 Fairway Dr,Rocklin,ScalpMP™,5.0,CA,95677
28143,510 Plaza Dr,Folsom,InVision 3D4D Ultrasound,4.0,CA,95630
28144,1130 Conroy Ln,Roseville,Northern California Fertility Medical Center,4.0,CA,95661
28145,207 Ctr St,Roseville,Optimal Women's Wellness,5.0,CA,95678
28146,740 Oak Ave Pkwy,Folsom,Vitality Medical Laser and Skin Clinic,3.0,CA,95630
28147,568 N Sunrise Ave,Roseville,Ssoa Pt Roseville Sunrise,1.0,CA,95661
28148,5767 Greenback Ln,Sacramento,Greenback Oaks Laboratory,4.5,CA,95841
28149,6600 Madison Ave,Carmichael,"Terrence Robbins, DMD",3.5,CA,95608
28150,5959 Greenback Ln,Citrus Heights,Wellspace Health,2.0,CA,95621
28151,4156 Manzanita Avenue,Carmichael,MED7 at Work,1.0,CA,95608
28152,10423 Old Placerville Rd,Sacramento,Wellspace Health,1.5,CA,95827
28153,10423 Old Placerville Rd,Sacramento,Rancho Cordova Community Health Center,1.0,CA,95827
28154,5342 Dudley Blvd,McClellan,McClellan VA Outpatient Clinic,3.5,CA,95652
28155,5700 Watt Ave,North Highlands,Planned Parenthood - North Highlands Health Center,3.0,CA,95660
28156,5710 Watt Ave,North Highlands,Watt Avenue Medical Clinic,2.0,CA,95660
28157,6015 Watt Ave,North Highlands,North Highlands Community Health Center & Birth and Beyond,1.0,CA,95660
28158,5767 Greenback Ln,Sacramento,Greenback Oaks Laboratory,4.5,CA,95841
28159,1725 Professional Dr,Sacramento,Unilab Quest Diagnostics,2.0,CA,95825
28160,4156 Manzanita Avenue,Carmichael,MED7 at Work,1.0,CA,95608
28161,5959 Greenback Ln,Citrus Heights,Wellspace Health,2.0,CA,95621
28162,6600 Madison Ave,Carmichael,"Terrence Robbins, DMD",3.5,CA,95608
28163,123 Commerce Cir,Sacramento,Broadway Medical Service & Supply,3.0,CA,95815
28164,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
28165,930 Orchard Rd,Davis,UC Davis Student Health & Wellness Center,4.0,CA,95616
28166,2660 W Covell Blvd,Davis,UC Davis Medical Group,3.5,CA,95616
28167,520 Cottonwood St,Woodland,Planned Parenthood - Woodland Health Center,5.0,CA,95695
28168,California Avenue at Beckett Hall Circle,Davis,UC Davis Cowell Student Health Center,5.0,CA,95616
28169,2051 John Jones Road,Davis,Davis Community Clinic,1.5,CA,95616
28170,2458 Hilborn Rd,Fairfield,NorthBay Care 'til 8 - Fairfield,1.0,CA,94534
28171,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
28172,200 Mission Blvd,Jackson,Sutter Amador Hospital,3.0,CA,95642
28173,10535 Hospital Way,Mather,Sacramento VA Medical Center,3.5,CA,95655
28174,9250 Fairway Dr,Roseville,"WellnessMart, MD",4.0,CA,95678
28175,2155 Iron Point Road,Folsom,Kaiser Permanente Folsom Medical Offices,3.0,CA,95630
28176,8110 Laguna Blvd,Elk Grove,UC Davis Medical Group-Elk Grove,3.0,CA,95758
28177,4112 E Commerce Way,Sacramento,Quest Diagnostics,2.5,CA,95834
28178,3919 Park Dr,El Dorado Hills,Sutter Walk-In Care,5.0,CA,95762
28179,469 E North St,Manteca,St Judes Care Center,3.5,CA,95336
28180,2417 Naglee Road,Tracy,Kaiser Permanente Vision Essentials by Kaiser Permanente,3.5,CA,95304
28181,5342 Dudley Blvd,McClellan,McClellan VA Outpatient Clinic,3.5,CA,95652
28182,2220 E Bidwell St,Folsom,"Christa Clark, MD, FACS",5.0,CA,95630
28183,6960 Destiny Dr,Rocklin,Placer Private Physicians,5.0,CA,95677
28184,701 E Channel St,Stockton,Community Medical Centers,1.5,CA,95202
28185,550 W West Ranch View Dr,Rocklin,UC Davis Medical Group,3.0,CA,95765
28186,500 Jefferson Blvd,West Sacramento,Yolo County,5.0,CA,95605
28187,6622 Mercy Ct,Fair Oaks,Human Reconstruction,4.5,CA,95628
28188,1262 E North St,Manteca,Manteca Medical Group,2.5,CA,95336
28189,3701 J St,Sacramento,Elica Health Centers,2.0,CA,95816
28190,777 Campus Commons Rd,Sacramento,Davita,5.0,CA,95825
28191,3133 Professional Dr,Auburn,Quest Diagnostics,2.0,CA,95603
28192,1721 E Hammer Ln,Stockton,Community Medical Center,2.0,CA,95210
28193,4860 Y St,Sacramento,Lawrence J Ellison Ambulatory Care Center,5.0,CA,95817
28194,1660 E Roseville Pkwy,Roseville,Kaiser Permanente,5.0,CA,95661
28195,4555 Precissi Ln,Stockton,Planned Parenthood - North Clinic,2.5,CA,95207
28196,Mercy San Juan Medical Center,Sacramento,Mercy Sleep Center,3.0,CA,95821
28197,729 Sunrise Ave,Roseville,Planned Parenthood - Roseville Health Center,3.5,CA,95661
28198,1900 Point W Way,Sacramento,Optimal-Neurofeedback,5.0,CA,95815
28199,2725 Capitol Ave,Sacramento,Sutter Capitol Pavilion,5.0,CA,95816
28200,11220 Gold Express Dr,Gold River,Smart Healthcare Solutions,2.0,CA,95670
28201,2333 W March Ln,Stockton,March Lane Quik Care,1.0,CA,95207
28202,6197 Sunrise Blvd,Citrus Heights,Quest Diagnostics Incorporated,2.5,CA,95610
28203,510 Plaza Dr,Folsom,InVision 3D4D Ultrasound,4.0,CA,95630
28204,5700 Watt Ave,North Highlands,Planned Parenthood - North Highlands Health Center,3.0,CA,95660
28205,3439 Brookside Rd,Stockton,St. Josephs Women's Imaging Center,3.0,CA,95219
28206,83 Scripps Dr,Sacramento,Sutter Laboratory Ambulatory,5.0,CA,95825
28207,333 J St,Sacramento,Wong Center Walk-In Clinic,3.0,CA,95814
28208,2233 Watt Ave,Sacramento,Passport Health,2.5,CA,95825
28209,1655 Creekside Drive,Folsom,Radiological Associates of Sacramento Medical Group,4.0,CA,95630
28210,1111 Exposition Blvd,Sacramento,Sacramento Spine Treatment Center,2.5,CA,95815
28211,1478 Stone Point Dr,Roseville,Lifestyle Lift,3.0,CA,95661
28212,3405 El Camino Ave,Sacramento,The First Amendment,1.0,CA,95821
28213,515 Michigan Blvd,West Sacramento,We Care Medical Center,1.0,CA,95691
28214,2521 Stockton Blvd,Sacramento,UC Davis Medical Group-Otolaryngology,2.5,CA,95817
28215,3810 Rosin Ct,Sacramento,Peach Tree - North Sacramento,3.0,CA,95834
