ProviderID,HospitalName,Address,City,State,ZipCode,HospitalOverallRating,MortalityNationalComparison,SafetyOfCareNationalComparison,ReadmissionNationalComparison,PatientExperienceNationalComparison,EffectivenessOfCareNationalComparison,TimelinessOfCareNationalComparison,EfficientUseOfMedicalImagingNationalComparison,AverageEffectiveCareScore,AverageReadmissionScore,MortalityComp,SafetyOfCareComp,ReadmissionComp,PatientExperienceComp,EffectivenessOfCareComp,TimelinessOfCareComp,EfficientUseOfMedicalImagingComp,SafetyGrade,YelpRating,SafetyGradeNumeric
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,91.55,15.87142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29925,2,Below the National average,Same as the National average,Below the National average,Below the National average,Above the National average,Below the National average,Same as the National average,91.4,14.492857142857142,-1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,,,
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR PO BOX 3217,SPARTANBURG,SC,29307,3,Same as the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Below the National average,Same as the National average,90.72727272727272,14.416666666666664,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,,,
420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION ST,COLUMBIA,SC,29220,2,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,93.38235294117645,14.95,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,,,
420102,GHS PATEWOOD MEMORIAL HOSPITAL,175 PATEWOOD DRIVE,GREENVILLE,SC,29615,5,Not Available,Above the National average,Not Available,Above the National average,Same as the National average,Not Available,Same as the National average,95.0,8.65,,1.0,,1.0,0.0,,0.0,,,
421300,ALLENDALE COUNTY HOSPITAL,1787 ALLENDALE FAIRFAX RD,FAIRFAX,SC,29827,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96.0,16.933333333333334,,,,,,,,,,
421301,ABBEVILLE AREA MEDICAL CENTER,420 THOMSON CIRCLE,ABBEVILLE,SC,29620,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,73.0,14.0375,0.0,,0.0,1.0,0.0,1.0,0.0,,,
421302,FAIRFIELD MEMORIAL HOSPITAL,321 BYPASS PO BOX 620,WINNSBORO,SC,29180,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,198.5,16.76666666666667,,,,,,,,,,
421303,WILLIAMSBURG REGIONAL HOSPITAL,500 NELSON BOULEVARD,KINGSTREE,SC,29556,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,Not Available,Not Available,81.0,16.3,0.0,,0.0,0.0,,,,,,
421304,EDGEFIELD COUNTY HOSPITAL,300 RIDGE MEDICAL PLAZA,EDGEFIELD,SC,29824,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,92.0,17.3,,,0.0,,,,,,,
430005,PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NW  POST OFFICE BOX 1210,WATERTOWN,SD,57201,3,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,83.3,14.825,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,,,
430008,BROOKINGS HEALTH SYSTEM,300 22ND AVE,BROOKINGS,SD,57006,4,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,79.80769230769229,14.490909090909092,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
430014,AVERA ST LUKES,305 S STATE ST  POST OFFICE BOX 4450,ABERDEEN,SD,57401,5,Above the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,87.42307692307692,13.108333333333333,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,
430015,AVERA ST MARY'S HOSPITAL,801 E SIOUX,PIERRE,SD,57501,4,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,73.29411764705883,13.872727272727275,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  POST OFFICE BOX 5045,SIOUX FALLS,SD,57117,4,Same as the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,78.25,13.575,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,
430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,4,Same as the National average,Below the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,86.66666666666669,12.935714285714285,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,,,
430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  POST OFFICE BOX 6000,RAPID CITY,SD,57701,3,Same as the National average,Below the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,80.0,13.12142857142857,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,,,
430083,PHS INDIAN HOSPITAL AT EAGLE BUTTE,317 MAIN STREET,EAGLE BUTTE,SD,57625,Not Available,Not Available,Not Available,Not Available,Not Available,Below the National average,Not Available,Not Available,94.2,15.4,,,,,-1.0,,,,,
430084,PHS INDIAN HOSPITAL AT ROSEBUD,400 SOLDIER CREEK ROAD,ROSEBUD,SD,57570,Not Available,Not Available,Not Available,Not Available,Not Available,Below the National average,Not Available,Not Available,95.0,15.466666666666667,,,,,-1.0,,,,,
430089,DUNES SURGICAL HOSPITAL,600 SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,5,Not Available,Same as the National average,Not Available,Above the National average,Same as the National average,Not Available,Not Available,96.27272727272728,9.65,,0.0,,1.0,0.0,,,,,
430090,SIOUX FALLS SPECIALTY HOSPITAL LLP,910 EAST 20TH STREET,SIOUX FALLS,SD,57105,5,Not Available,Above the National average,Not Available,Above the National average,Same as the National average,Not Available,Not Available,85.36363636363636,9.4,,1.0,,1.0,0.0,,,,,
430091,BLACK HILLS SURGICAL HOSPITAL LLP,216 ANAMARIA DR,RAPID CITY,SD,57703,5,Not Available,Same as the National average,Not Available,Above the National average,Same as the National average,Not Available,Not Available,95.4,8.55,,0.0,,1.0,0.0,,,,,
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 W 69TH ST,SIOUX FALLS,SD,57108,5,Above the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,78.35714285714286,12.328571428571427,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,
430096,LEWIS AND CLARK SPECIALTY HOSPITAL,2601 FOX RUN PARKWAY,YANKTON,SD,57078,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,90.66666666666669,10.05,,,,,0.0,,,,,
430097,SANFORD ABERDEEN MEDICAL CENTER,2905 3RD AVE SE,ABERDEEN,SD,57402,4,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,59.30769230769231,13.708333333333336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
431300,MADISON REGIONAL HEALTH SYSTEM,323 SW 10TH ST,MADISON,SD,57042,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,100.0,14.9,,,0.0,,,,,,,
431306,PLATTE HEALTH CENTER - CAH,601 E 7TH ST  POST OFFICE BOX 200,PLATTE,SD,57369,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85.6,15.9,,,,,,,,,,
431307,SANFORD CLEAR LAKE MEDICAL CENTER,701 THIRD AVENUE SOUTH,CLEAR LAKE,SD,57226,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99.0,15.1,,,,,,,,,,
431308,EUREKA COMMUNITY HEALTH SERVICES - CAH,410 9TH ST POST OFFICE BOX 517,EUREKA,SD,57437,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,89.0,15.5,,,,,,,,,,
431309,COMMUNITY MEMORIAL HOSPITAL,809 JACKSON  POST OFFICE BOX 319,BURKE,SD,57523,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94.0,16.7,,,,,,,,,,
431310,AVERA FLANDREAU HOSPITAL - CAH,214 NORTH PRAIRIE STREET,FLANDREAU,SD,57028,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.0,16.2,,,,,,,,,,
431311,SANFORD HOSPITAL WEBSTER - CAH,1401 W FIRST ST POST OFFICE BOX 489,WEBSTER,SD,57274,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98.0,15.9,,,,,,,,,,
431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,413 9TH STREET,BRITTON,SD,57430,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97.0,15.866666666666667,,,,,,,,,,
431315,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,513 3RD ST SW  POST OFFICE BOX 280,WAGNER,SD,57380,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,98.0,15.8,,,0.0,,,,,,,
431320,LEAD - DEADWOOD REGIONAL HOSPITAL - CAH,61 CHARLES STREET,DEADWOOD,SD,57732,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the National average,Not Available,29.33333333333333,17.8,,,,,,1.0,,,,
431321,STURGIS REGIONAL HOSPITAL,949 HARMON STREET,STURGIS,SD,57785,3,Not Available,Not Available,Same as the National average,Not Available,Same as the National average,Above the National average,Not Available,65.5,14.98,,,0.0,,0.0,1.0,,,,
431323,CUSTER REGIONAL HOSPITAL - CAH,1039 MONTGOMERY STREET,CUSTER,SD,57730,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Above the National average,Not Available,63.5,16.7,,,,,0.0,1.0,,,,
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,604 1ST ST NE,WESSINGTON SPRINGS,SD,57382,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.0,16.166666666666668,,,,,,,,,,
431325,MOBRIDGE REGIONAL HOSPITAL - CAH,1401 10TH AVE WEST,MOBRIDGE,SD,57601,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,Not Available,Not Available,81.0,16.628571428571426,0.0,,0.0,0.0,,,,,,
431326,MILBANK AREA HOSPITAL/AVERA HEALTH - CAH,901 E VIRGIL AVE,MILBANK,SD,57252,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,89.5,16.866666666666664,,,,,,,,,,
431327,ST MICHAEL'S HOSPITAL - CAH,410 W 16TH AVE,TYNDALL,SD,57066,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,100.0,16.94,,,0.0,,,,,,,
431329,SANFORD CHAMBERLAIN MEDICAL CENTER,300 S BYRON,CHAMBERLAIN,SD,57325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96.0,15.125000000000002,,,,,,,,,,
431330,AVERA ST BENEDICT HEALTH CENTER - CAH,401 WEST GLYNN DRIVE,PARKSTON,SD,57366,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Same as the National average,Not Available,78.28571428571429,17.22,,,0.0,,,0.0,,,,
431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,745 EAST 8TH STREET,WINNER,SD,57580,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,99.0,17.12,,,0.0,,,,,,,
431335,HURON REGIONAL MEDICAL CENTER,172 FOURTH STREET SE,HURON,SD,57350,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,85.33333333333333,14.463636363636367,0.0,,0.0,,,,,,,
431336,SANFORD VERMILLION HOSPITAL,20 SOUTH PLUM STREET,VERMILLION,SD,57069,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,96.0,16.240000000000002,,,0.0,,,,,,,
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,300 W 5TH ST,MILLER,SD,57362,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,96.0,15.428571428571427,0.0,,0.0,,,,,,,
431338,AVERA GREGORY HOSPITAL,400 PARK STREET  POST OFFICE BOX 408,GREGORY,SD,57533,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,92.5,15.383333333333333,0.0,,0.0,,,,,,,
440001,UNICOI COUNTY MEMORIAL HOSPITAL,GREENWAY CIRCLE,ERWIN,TN,37650,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,Above the National average,Not Available,77.92307692307692,14.8875,0.0,0.0,0.0,0.0,-1.0,1.0,,,,
440007,UNITY MEDICAL CENTER,481 INTERSTATE DRIVE,MANCHESTER,TN,37355,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Not Available,77.1875,14.814285714285711,0.0,,0.0,1.0,0.0,0.0,,,,
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,LEXINGTON,TN,38351,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Above the National average,Not Available,70.0,16.099999999999998,0.0,,0.0,,0.0,1.0,,,,
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,3,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,70.0,15.885714285714286,0.0,,0.0,1.0,0.0,1.0,,,,
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,631 RB WILSON DR,HUNTINGDON,TN,38344,4,Same as the National average,Same as the National average,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,85.05,14.766666666666667,0.0,0.0,0.0,,0.0,0.0,,,,
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,3,Same as the National average,Below the National average,Same as the National average,Above the National average,Below the National average,Below the National average,Same as the National average,90.35,14.285714285714288,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,,,
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,MORRISTOWN,TN,37814,2,Below the National average,Same as the National average,Below the National average,Below the National average,Below the National average,Same as the National average,Same as the National average,83.0909090909091,15.291666666666664,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,,,
440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,851 LOCUST STREET,ROGERSVILLE,TN,37857,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,72.85714285714286,15.014285714285714,0.0,,0.0,1.0,0.0,1.0,,,,
440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,2,Below the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,82.2,16.299999999999994,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,,,
440035,TENNOVA HEALTHCARE-CLARKSVILLE,651 DUNLOP LANE,CLARKSVILLE,TN,37040,2,Below the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,99.66666666666669,15.05,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,
440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,3,Same as the National average,Above the National average,Below the National average,Above the National average,Same as the National average,Below the National average,Above the National average,101.16666666666669,13.535714285714285,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,,,
440040,PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,LINDEN,TN,37096,2,Same as the National average,Not Available,Below the National average,Not Available,Below the National average,Above the National average,Not Available,54.42857142857143,15.671428571428573,0.0,,-1.0,,-1.0,1.0,,,,
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,2,Same as the National average,Below the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,83.79166666666667,13.828571428571427,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,,,
440051,TENNOVA HEALTHCARE-MCNAIRY REGIONAL,705 E POPLAR AVE,SELMER,TN,38375,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Above the National average,Not Available,71.57142857142857,16.47142857142857,0.0,,0.0,,0.0,1.0,,,,
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,82.94736842105263,15.366666666666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
440061,TENNOVA HEALTHCARE-VOLUNTEER MARTIN,161 MOUNT PELIA RD,MARTIN,TN,38237,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,71.33333333333333,15.190909090909093,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
440067,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,MORRISTOWN,TN,37814,1,Below the National average,Below the National average,Below the National average,Below the National average,Same as the National average,Above the National average,Not Available,77.78571428571429,15.725,-1.0,-1.0,-1.0,-1.0,0.0,1.0,,,,
440068,STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE,ATHENS,TN,37371,3,Below the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,66.72727272727273,16.581818181818182,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
440070,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVE S,PARSONS,TN,38363,2,Same as the National average,Not Available,Below the National average,Not Available,Same as the National average,Above the National average,Same as the National average,68.61538461538461,16.150000000000002,0.0,,-1.0,,0.0,1.0,0.0,,,
440072,TENNOVA HEALTHCARE-DYERSBURG REGIONAL,400 TICKLE ST,DYERSBURG,TN,38024,2,Same as the National average,Same as the National average,Below the National average,Below the National average,Same as the National average,Above the National average,Above the National average,80.2,16.436363636363634,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,,,
440083,TENNOVA HEALTHCARE - JAMESTOWN,436 CENTRAL AVENUE WEST,JAMESTOWN,TN,38556,3,Same as the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,Above the National average,Not Available,72.23076923076924,15.255555555555556,0.0,0.0,0.0,-1.0,0.0,1.0,,,,
440084,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT ST,SWEETWATER,TN,37874,3,Same as the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,82.13636363636364,15.889999999999995,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,,,
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,4,Above the National average,Above the National average,Above the National average,Above the National average,Below the National average,Below the National average,Below the National average,89.53846153846153,12.392857142857142,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,
440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,1,Below the National average,Above the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,90.46428571428572,14.657142857142858,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,,,
440109,HARDIN MEDICAL CENTER,935 WAYNE ROAD,SAVANNAH,TN,38372,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,73.5,15.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,2,Below the National average,Same as the National average,Above the National average,Below the National average,Below the National average,Below the National average,Same as the National average,87.04545454545455,14.607142857142858,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,,,
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,74.57142857142857,15.642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,,,,
440137,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 N,SHELBYVILLE,TN,37160,1,Same as the National average,Below the National average,Below the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,80.80952380952381,16.122222222222227,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,,
440144,TENNOVA HEALTHCARE-HARTON,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,2,Same as the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,79.8,14.683333333333335,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,,,
440148,SAINT THOMAS DEKALB HOSPITAL,520 W MAIN ST,SMITHVILLE,TN,37166,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,Above the National average,Not Available,73.06666666666666,13.6,0.0,0.0,0.0,0.0,-1.0,1.0,,,,
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,435 2ND ST,NEWPORT,TN,37821,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,76.2,15.544444444444444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
440159,DELTA MEDICAL CENTER,3000 GETWELL RD,MEMPHIS,TN,38118,2,Not Available,Same as the National average,Same as the National average,Below the National average,Below the National average,Below the National average,Not Available,99.0,18.216666666666672,,0.0,0.0,-1.0,-1.0,-1.0,,,,
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,4,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,73.5,14.211111111111109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
440180,JELLICO COMMUNITY HOSPITAL,188 HOSPITAL LANE,JELLICO,TN,37762,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,71.875,15.825,0.0,0.0,0.0,0.0,0.0,1.0,,,,
440181,BOLIVAR GENERAL HOSPITAL,650 NUCKOLLS ROAD,BOLIVAR,TN,38008,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Same as the National average,Not Available,81.72727272727273,16.766666666666666,,,,,0.0,0.0,,,,
440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,MC KENZIE,TN,38201,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,66.14285714285714,16.771428571428572,0.0,0.0,0.0,0.0,0.0,1.0,,,,
440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,3,Same as the National average,Above the National average,Same as the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,91.89473684210527,13.992857142857144,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,,,
440185,TENNOVA HEALTHCARE-CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,2,Below the National average,Below the National average,Same as the National average,Below the National average,Above the National average,Below the National average,Same as the National average,95.1304347826087,15.025,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,,,
440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,LIVINGSTON,TN,38570,2,Below the National average,Below the National average,Below the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,66.3888888888889,17.27777777777778,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,,,
440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,367 HOSPITAL BLVD,JACKSON,TN,38305,3,Same as the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,80.6,15.141666666666666,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,,,
440192,SAINT THOMAS HIGHLANDS HOSPITAL,401 SEWELL DR,SPARTA,TN,38583,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,79.07142857142857,16.855555555555554,0.0,0.0,0.0,0.0,0.0,1.0,,,,
440193,TENNOVA HEALTHCARE-LEBANON,1411 BADDOUR PARKWAY,LEBANON,TN,37087,3,Same as the National average,Above the National average,Same as the National average,Below the National average,Below the National average,Above the National average,Same as the National average,72.4,14.541666666666664,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,,,
440200,SAINT THOMAS STONES RIVER HOSPITAL,324 DOOLITTLE ROAD,WOODBURY,TN,37190,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Above the National average,Not Available,71.72727272727273,15.171428571428569,0.0,,0.0,,0.0,1.0,,,,
440218,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,Not Available,Not Available,Not Available,Not Available,Above the National average,Same as the National average,Not Available,Not Available,97.33333333333331,9.8,,,,1.0,0.0,,,,,
440231,TRUSTPOINT HOSPITAL,1009 NORTH THOMPSON LANE,MURFREESBORO,TN,37129,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,83.66666666666667,15.1,,,,,0.0,,,,,
440232,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,3,Same as the National average,Not Available,Same as the National average,Not Available,Below the National average,Above the National average,Not Available,64.30769230769229,15.442857142857141,0.0,,0.0,,-1.0,1.0,,,,
441300,SAINT THOMAS HICKMAN HOSPITAL,135 EAST SWAN STREET,CENTERVILLE,TN,37033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.0,16.099999999999998,,,,,,,,,,
441301,TROUSDALE MEDICAL CENTER,500 CHURCH STREET,HARTSVILLE,TN,37074,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,84.0,15.771428571428574,0.0,,0.0,,,,,,,
441303,THREE RIVERS HOSPITAL,451 HIGHWAY 13 SOUTH,WAVERLY,TN,37185,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,71.25,16.985714285714284,0.0,,0.0,,,,,,,
441305,MACON COUNTY GENERAL HOSPITAL,204 MEDICAL DRIVE,LAFAYETTE,TN,37083,2,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Same as the National average,Not Available,78.0,16.88571428571429,0.0,,0.0,,,0.0,,,,
441307,RIVERVIEW REGIONAL MEDICAL CENTER,158 HOSPITAL DRIVE,CARTHAGE,TN,37030,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,67.07142857142857,16.042857142857144,0.0,,0.0,0.0,0.0,1.0,0.0,,,
441308,MEDICAL CENTER OF MANCHESTER,481 INTERSTATE DRIVE,MANCHESTER,TN,37355,4,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Same as the National average,64.0,15.514285714285714,0.0,,0.0,,,,0.0,,,
