,Address,City,Name,Rating,State,ZipCode
28693,4700 Northgate Blvd,Sacramento,U.S. HealthWorks Medical Group,2.0,CA,95834
28694,4112 E Commerce Way,Sacramento,Quest Diagnostics,2.5,CA,95834
28695,5700 Watt Ave,North Highlands,Planned Parenthood - North Highlands Health Center,3.0,CA,95660
28696,3946 Norwood Ave,Sacramento,Molina Medical Clinic,1.0,CA,95838
28697,3810 Rosin Ct,Sacramento,Peach Tree - North Sacramento,3.0,CA,95834
28698,6015 Watt Ave,North Highlands,North Highlands Community Health Center & Birth and Beyond,1.0,CA,95660
28699,3714 Northgate Boulevard,Sacramento,Quest Diagnostics Incorporated,2.5,CA,95834
28700,Mercy San Juan Medical Center,Sacramento,Mercy Sleep Center,3.0,CA,95821
28701,5767 Greenback Ln,Sacramento,Greenback Oaks Laboratory,4.5,CA,95841
28702,3405 El Camino Ave,Sacramento,The First Amendment,1.0,CA,95821
28703,2805 J St,Sacramento,Pain Diagnostic & Treatment Center,5.0,CA,95816
28704,3630 Mission Ave,Carmichael,Mission Carmichael Health Care Center,1.5,CA,95608
28705,1500 21st St,Sacramento,Cares Community Health,3.5,CA,95811
28706,123 Commerce Cir,Sacramento,Broadway Medical Service & Supply,3.0,CA,95815
28707,2928 Eastern Ave,Sacramento,Sacramento Family Medical Clinic,3.0,CA,95821
28708,1725 Professional Dr,Sacramento,Unilab Quest Diagnostics,2.0,CA,95825
28709,2315 Stockton Blvd,Sacramento,UC Davis Medical Center,2.5,CA,95817
28710,95 Scripps Dr,Sacramento,"Debra J Johnson, MD",5.0,CA,95825
28711,5959 Greenback Ln,Citrus Heights,Wellspace Health,2.0,CA,95621
28712,6600 Madison Ave,Carmichael,"Terrence Robbins, DMD",3.5,CA,95608
28713,5151 F St,Sacramento,Sutter Heart Failure Clinic,4.0,CA,95819
28714,4156 Manzanita Avenue,Carmichael,MED7 at Work,1.0,CA,95608
28715,2007 O St,Sacramento,American Heart Association,5.0,CA,95811
28716,1130 Conroy Ln,Roseville,Northern California Fertility Medical Center,4.0,CA,95661
28717,,Sacramento,Eating Recovery Center of California,3.5,CA,95864
28718,2521 Stockton Boulevard,Sacramento,Uc Davis Health System,5.0,CA,95817
28719,2315 Stockton Blvd,Sacramento,UC Davis Medical Center,2.5,CA,95817
28720,8665 Folsom Blvd,Sacramento,Alternative Medical Center,4.0,CA,95826
28721,207 Ctr St,Roseville,Optimal Women's Wellness,5.0,CA,95678
28722,10423 Old Placerville Rd,Sacramento,Wellspace Health,1.5,CA,95827
28723,6000 Fairway Dr,Rocklin,ScalpMP™,5.0,CA,95677
28724,10423 Old Placerville Rd,Sacramento,Rancho Cordova Community Health Center,1.0,CA,95827
28725,568 N Sunrise Ave,Roseville,Ssoa Pt Roseville Sunrise,1.0,CA,95661
28726,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
28727,1900 Dresden Drive,Lincoln,Kaiser Permanente Lincoln Medical Offices,4.0,CA,95648
28728,4941 Olivehurst Ave,Olivehurst,Ampla Health Lindhurst Medical & Dental,3.0,CA,95961
28729,El Camino Medical Clinic,Rocklin,Henry J Low MD,5.0,CA,95765
28730,550 W West Ranch View Dr,Rocklin,UC Davis Medical Group,3.0,CA,95765
28731,1550 3rd St,Lincoln,Lincoln Meadows Care Center,1.0,CA,95648
28732,1907 Douglas Blvd,Roseville,Med Care Medical Center,4.0,CA,95661
28733,480 Plumas Blvd,Yuba City,Sutter North Medical Foundation,2.0,CA,95991
28734,425 Plumas Ave,Yuba City,VA Outpatient Clinic,4.5,CA,95991
28735,3992 Foothills Blvd,Roseville,"Children's Dental Care - Michael A Staveris, DDS",5.0,CA,95747
28736,4010 Foothills Blvd,Roseville,Sutter Walk-In Care,3.0,CA,95747
28737,1001 Riverside Ave.,Roseville,Kaiser Permanente Roseville Medical Offices - Riverside,3.0,CA,95678
28738,5959 Greeneback Ln,Citrus Heights,EYEcenter Optometric,4.0,CA,95621
28739,2120 Professional Dr,Roseville,Kaiser Permanente Roseville Medical Center,3.0,CA,95661
28740,6501 Coyle Ave,Carmichael,Mercy San Juan Medical Center,2.5,CA,95608
28741,300 Harding Blvd,Roseville,Central Valley Laser Center,1.5,CA,95678
28742,4700 Northgate Blvd,Sacramento,U.S. HealthWorks Medical Group,2.0,CA,95834
28743,11583 C Ave,Auburn,Placer County Medical Center,3.0,CA,95603
28744,5710 Watt Ave,North Highlands,Watt Avenue Medical Clinic,2.0,CA,95660
28745,3200 Bell Road,Auburn,Uc Davis Health System,1.5,CA,95603
28746,13405 Folsom Blvd,Folsom,Alternative Wellness Solutions,5.0,CA,95630
28747,2220 E Bidwell St,Folsom,Kaufman & Clark Plastic Surgery,4.5,CA,95630
28748,5255 Hemlock St,Sacramento,Sacramento Post-Acute,1.0,CA,95841
28749,285 Palladio Parkway,Folsom,Kaiser Permanente Folsom Ambulatory Surgery,4.0,CA,95630
28750,740 Oak Ave Pkwy,Folsom,Vitality Medical Laser and Skin Clinic,3.0,CA,95630
28751,200 Mission Blvd,Jackson,Sutter Amador Hospital,3.0,CA,95642
28752,2155 Iron Point Road,Folsom,Kaiser Permanente Folsom Medical Offices,3.0,CA,95630
28753,3919 Park Dr,El Dorado Hills,Sutter Walk-In Care,5.0,CA,95762
28754,285 Palladio Parkway,Folsom,Kaiser Permanente Folsom Ambulatory Surgery,4.0,CA,95630
28755,2220 E Bidwell St,Folsom,"Christa Clark, MD, FACS",5.0,CA,95630
28756,2220 E Bidwell St,Folsom,Kaufman & Clark Plastic Surgery,4.5,CA,95630
28757,5168 Honpie Rd,Placerville,Shingle Springs Health and Wellness Center,2.5,CA,95667
28758,3070 Camino Heights Dr,Camino,Western Sierra Medical Center,3.0,CA,95709
28759,3104 Ponte Morino Dr,Cameron Park,Center For Functional & Integrative Medicine,1.5,CA,95682
28760,3280 Washington St,Placerville,Western Slope Health Center,0.0,CA,95667
28761,223 Clinton Rd,Jackson,Amador Surgery Center,0.0,CA,95642
28762,1001 Broadway,Jackson,Tobacco Reduction,0.0,CA,95642
28763,4341 Golden Ctr Dr,Placerville,Marshall Sierra Primary Medicine,3.0,CA,95667
28764,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
28765,1004 Fowler Way,Placerville,Marshall Cardiology,0.0,CA,95667
28766,3581 Palmer Dr,Cameron Park,Marshall Hematology and Oncology,0.0,CA,95682
28767,1106 Windfield Way,El Dorado Hills,Beyond Medicine And Rehabilitation,1.0,CA,95762
28768,740 Oak Ave Pkwy,Folsom,Vitality Medical Laser and Skin Clinic,3.0,CA,95630
28769,2081 Bronze Star Dr,Woodland,Dignity Health Medical Foundation - Woodland,4.5,CA,95695
28770,520 Cottonwood St,Woodland,Planned Parenthood - Woodland Health Center,5.0,CA,95695
28771,584 Kentucky Ave,Woodland,Safe Harbor Crisis House,2.0,CA,95695
28772,1900 Dresden Drive,Lincoln,Kaiser Permanente Lincoln Medical Offices,4.0,CA,95648
28773,1429 Colusa Hwy Ste B,Yuba City,Regency Urgent Care Medical,4.5,CA,95993
28774,6651 Madison Ave,Carmichael,Med Center Medical Clinic,3.0,CA,95608
28775,460 Plumas Blvd,Yuba City,Sutter North Medical Group,5.0,CA,95991
28776,1924 Del Paso Rd,Sacramento,North Natomas Medical Center,5.0,CA,95834
28777,970 Plumas St,Yuba City,Fremont Medical Center,5.0,CA,95991
28778,1650 Response Rd,Sacramento,Kaiser Permanente Point West Medical Offices,3.5,CA,95815
28779,10725 International Drive,Rancho Cordova,Kaiser Permanente Rancho Cordova Medical Offices,3.0,CA,95670
28780,4112 E Commerce Way,Sacramento,Quest Diagnostics,2.5,CA,95834
28781,2660 W Covell Blvd,Davis,UC Davis Medical Group,3.5,CA,95616
28782,El Camino Medical Clinic,Rocklin,Henry J Low MD,5.0,CA,95765
28783,3941 J Street,Sacramento,Mercy Medical Plaza,4.5,CA,95819
28784,10535 Hospital Way,Mather,Sacramento VA Medical Center,3.5,CA,95655
28785,2345 Fair Oaks Blvd.,Sacramento,Kaiser Permanente Fair Oaks Boulevard Medical Offices,3.0,CA,95825
28786,5959 Greeneback Ln,Citrus Heights,EYEcenter Optometric,4.0,CA,95621
28787,6501 Coyle Ave,Carmichael,Mercy San Juan Medical Center,2.5,CA,95608
28788,558 La Sierra Dr,Sacramento,"WellnessMart, MD",3.0,CA,95864
28789,1500 21st St,Sacramento,Cares Community Health,3.5,CA,95811
28790,3161 L St,Sacramento,Sutter Diagnostic Imaging,4.0,CA,95816
28791,2825 Capitol Ave,Sacramento,Sutter Medical Center,3.0,CA,95816
28792,2805 J St,Sacramento,Pain Diagnostic & Treatment Center,5.0,CA,95816
28793,4941 Olivehurst Ave,Olivehurst,Ampla Health Lindhurst Medical & Dental,3.0,CA,95961
28794,5342 Dudley Blvd,McClellan,McClellan VA Outpatient Clinic,3.5,CA,95652
28795,1130 Conroy Ln,Roseville,Northern California Fertility Medical Center,4.0,CA,95661
28796,2801 K St,Sacramento,Fort Sutter Surgery Center,3.5,CA,95816
28797,550 W West Ranch View Dr,Rocklin,UC Davis Medical Group,3.0,CA,95765
28798,1001 Riverside Ave.,Roseville,Kaiser Permanente Roseville Medical Offices - Riverside,3.0,CA,95678
28799,95 Scripps Dr,Sacramento,"Debra J Johnson, MD",5.0,CA,95825
28800,2322 Butano Dr,Sacramento,FPA Women's Health,4.0,CA,95825
28801,500 Jefferson Blvd,West Sacramento,Yolo County,5.0,CA,95605
28802,3234 Marysville Blvd,Sacramento,Molina Medical Clinic,2.0,CA,95815
28803,4700 Northgate Blvd,Sacramento,U.S. HealthWorks Medical Group,2.0,CA,95834
28804,5767 Greenback Ln,Sacramento,Greenback Oaks Laboratory,4.5,CA,95841
28805,1125 10th St,Sacramento,Planned Parenthood - Capitol Plaza Health Center,3.0,CA,95814
28806,480 Plumas Blvd,Yuba City,Sutter North Medical Foundation,2.0,CA,95991
28807,1675 Alhambra Blvd,Sacramento,U.S. HealthWorks Medical Group,1.5,CA,95816
28808,201 29th St,Sacramento,Planned Parenthood - B Street Health Center,2.5,CA,95816
28809,425 Plumas Ave,Yuba City,VA Outpatient Clinic,4.5,CA,95991
28810,2020 J St,Sacramento,Sacramento Native American Health Center,3.0,CA,95814
28811,3992 Foothills Blvd,Roseville,"Children's Dental Care - Michael A Staveris, DDS",5.0,CA,95747
28812,2725 Capitol Ave,Sacramento,Sutter Diagnostic Imaging,4.5,CA,95816
28813,6622 Mercy Ct,Fair Oaks,Human Reconstruction,4.5,CA,95628
28814,1792 Tribute Rd,Sacramento,Sacramento Maternal Fetal Medicine,2.5,CA,95815
28815,3701 J St,Sacramento,Elica Health Centers,2.0,CA,95816
28816,4010 Foothills Blvd,Roseville,Sutter Walk-In Care,3.0,CA,95747
28817,777 Campus Commons Rd,Sacramento,Davita,5.0,CA,95825
28818,Mercy San Juan Medical Center,Sacramento,Mercy Sleep Center,3.0,CA,95821
28819,9250 Fairway Dr,Roseville,"WellnessMart, MD",4.0,CA,95678
28820,6960 Destiny Dr,Rocklin,Placer Private Physicians,5.0,CA,95677
28821,El Camino Medical Clinic,Rocklin,Henry J Low MD,5.0,CA,95765
28822,6000 Fairway Dr,Rocklin,ScalpMP™,5.0,CA,95677
28823,1212 Coloma Way,Roseville,Sierra Pregnancy & Health,5.0,CA,95661
28824,6000 Fairway Dr,Rocklin,Biomechanics Chiropractic Clinic,3.5,CA,95677
28825,207 Ctr St,Roseville,Optimal Women's Wellness,5.0,CA,95678
28826,2241 Sunset Blvd,Rocklin,Best Life Medical Center,2.0,CA,95765
28827,5 Medical Plaza Dr,Roseville,Roseville Community Health Center,1.5,CA,95661
28828,1478 Stone Point Dr,Roseville,Lifestyle Lift,3.0,CA,95661
28829,568 N Sunrise Ave,Roseville,Sutter Medical Foundation,3.0,CA,95661
28830,5 Medical Plz,Roseville,Pulmonary Medicine Associates,1.5,CA,95677
28831,568 N Sunrise Ave,Roseville,Ssoa Pt Roseville Sunrise,1.0,CA,95661
28832,300 Harding Blvd,Roseville,Central Valley Laser Center,1.5,CA,95678
28833,1907 Douglas Blvd,Roseville,Med Care Medical Center,4.0,CA,95661
28834,1840 Sierra Gardens Dr,Roseville,Kaiser Permanente Roseville Medical Center,4.5,CA,95661
28835,9250 Fairway Dr,Roseville,"WellnessMart, MD",4.0,CA,95678
28836,1130 Conroy Ln,Roseville,Northern California Fertility Medical Center,4.0,CA,95661
28837,6960 Destiny Dr,Rocklin,Placer Private Physicians,5.0,CA,95677
28838,207 Ctr St,Roseville,Optimal Women's Wellness,5.0,CA,95678
28839,1001 Riverside Ave.,Roseville,Kaiser Permanente Roseville Medical Offices - Riverside,3.0,CA,95678
28840,2120 Professional Dr,Roseville,Kaiser Permanente Roseville Medical Center,3.0,CA,95661
28841,3992 Foothills Blvd,Roseville,"Children's Dental Care - Michael A Staveris, DDS",5.0,CA,95747
28842,1101 Smith Ln,Roseville,Nivano Health,5.0,CA,95661
28843,4010 Foothills Blvd,Roseville,Sutter Walk-In Care,3.0,CA,95747
28844,729 Sunrise Ave,Roseville,Planned Parenthood - Roseville Health Center,3.5,CA,95661
28845,2110 Professional Dr,Roseville,DDI Imaging Center,5.0,CA,95661
28846,300 Harding Blvd,Roseville,Central Valley Laser Center,1.5,CA,95678
28847,6000 Fairway Dr,Rocklin,ScalpMP™,5.0,CA,95677
28848,1478 Stone Point Dr,Roseville,Lifestyle Lift,3.0,CA,95661
28849,568 N Sunrise Ave,Roseville,Sutter Medical Foundation,3.0,CA,95661
28850,701 Sunrise Ave,Roseville,MED7 at Work,2.0,CA,95661
28851,568 N Sunrise Ave,Roseville,Ssoa Pt Roseville Sunrise,1.0,CA,95661
28852,5 Medical Plaza Dr,Roseville,Roseville Community Health Center,1.5,CA,95661
28853,6000 Fairway Dr,Rocklin,Biomechanics Chiropractic Clinic,3.5,CA,95677
28854,5900 State Farm Drive,Rohnert Park,Kaiser Permanente Rohnert Park Medical Offices,3.5,CA,94928
28855,930 Orchard Rd,Davis,UC Davis Student Health & Wellness Center,4.0,CA,95616
28856,638 Cantrill Dr,Davis,Onsite Medical Service,4.5,CA,95618
28857,1827 Clay St,Napa,4D Ultrasound of Napa Valley,5.0,CA,94559
28858,1000 Trancas St,Napa,Queen Of The Valley Medical Center,2.5,CA,94558
28859,2660 W Covell Blvd,Davis,UC Davis Medical Group,3.5,CA,95616
28860,3700 Vaca Valley Pkwy,Vacaville,Kaiser Permanente Medical Offices,3.0,CA,95688
28861,515 Sanitarium Rd,St. Helena,Tiny Miracles 3D/4D Prenatal Imaging,4.5,CA,94574
28862,501 Petaluma Avenue,Sebastopol,Sonoma West Medical Center,3.5,CA,95472
28863,1955 Cowell Blvd.,Davis,Kaiser Permanente Davis Medical Offices,3.5,CA,95618
28864,1429 Colusa Hwy Ste B,Yuba City,Regency Urgent Care Medical,4.5,CA,95993
28865,970 Plumas St,Yuba City,Fremont Medical Center,5.0,CA,95991
28866,460 Plumas Blvd,Yuba City,Sutter North Medical Group,5.0,CA,95991
28867,3663 North Laughlin Rd,Santa Rosa,Hanger Clinic,5.0,CA,95403
28868,4112 E Commerce Way,Sacramento,Quest Diagnostics,2.5,CA,95834
28869,3260 Beard Rd,Napa,Napa Vascular & Vein Center,4.0,CA,94559
28870,15230 Lakeshore Dr,Clearlake,Clearlake Family Health Center,1.0,CA,95422
28871,925 Bevins Ct,Lakeport,Lake County Tribal Health,3.5,CA,95453
28872,5335 Lakeshore Blvd,Lakeport,Lakeview Health Center,5.0,CA,95453
28873,9977 Bottle Rock Rd,Kelseyville,Shambhala Life Extending Wellness Center & Retreat,5.0,CA,95451
28874,1140 Sonoma Ave,Santa Rosa,Planned Parenthood - Santa Rosa Health Center,3.0,CA,95405
28875,1515 Trancas St,Napa,Kaiser Permanente Medical Offices-Napa,3.5,CA,94558
28876,3285 Claremont Way,Napa,Kaiser Permanente Napa Medical Offices,2.5,CA,94558
28877,1000 Trancas St,Napa,Herman Family Pavilion - QVMC,4.0,CA,94558
28878,3802 Main,Occidental,Occidental Area Health Center,3.5,CA,95465
28879,525 Doyle Park Drive,Santa Rosa,St. Joseph Health System Ambulatory Surgery Center,5.0,CA,95405
28880,284 Spruce St,Gridley,Medical Specialty Center,4.0,CA,95948
28881,500 Jefferson Blvd,West Sacramento,Yolo County,5.0,CA,95605
28882,520 Cottonwood St,Woodland,Planned Parenthood - Woodland Health Center,5.0,CA,95695
28883,2081 Bronze Star Dr,Woodland,Dignity Health Medical Foundation - Woodland,4.5,CA,95695
28884,1133 W Sycamore St,Willows,Glenn Medical Center,3.0,CA,95988
28885,4655 Hoen Ave,Santa Rosa,Synergy Medical Group,4.5,CA,95405
28886,1383 N Mcdowell Blvd,Petaluma,GI Healthworks,4.0,CA,94954
28887,121 Sotoyome St,Santa Rosa,Redwood Regional Medical Group,3.0,CA,95405
28888,2045 Jefferson St,Napa,Paradigm Wellness Medical Group,5.0,CA,94559
28889,California Avenue at Beckett Hall Circle,Davis,UC Davis Cowell Student Health Center,5.0,CA,95616
28890,3636 N Laughlin Rd,Santa Rosa,Apria Healthcare,1.5,CA,95403
28891,398 Tesconi Ct,Santa Rosa,Amitabha Medical Clinic and Healing,4.5,CA,95401
28892,2145 5th Ave,Oroville,Feather River Tribal Health,4.0,CA,95965
28893,333 J St,Sacramento,Wong Center Walk-In Clinic,3.0,CA,95814
28894,3536 Mendocino Ave,Santa Rosa,Northern California Medical Associates,3.0,CA,95403
28895,81 Cernon St,Vacaville,SportRehab Physical Therapy & Rehabilitation,5.0,CA,95688
28896,1006 Nut Tree Rd,Vacaville,The Surgery Center at NorthBay VacaValley,1.5,CA,95687
28897,2051 John Jones Road,Davis,Davis Community Clinic,1.5,CA,95616
28898,4941 Olivehurst Ave,Olivehurst,Ampla Health Lindhurst Medical & Dental,3.0,CA,95961
28899,2449 Summerfield Rd,Santa Rosa,Sutter Pacific Medical Foundation,3.0,CA,95405
28900,515 Michigan Blvd,West Sacramento,We Care Medical Center,1.0,CA,95691
28901,990 Sonoma Ave Ste 4,Santa Rosa,Unilab Quest Diagnostics,3.0,CA,95404
28902,480 Plumas Blvd,Yuba City,Sutter North Medical Foundation,2.0,CA,95991
28903,425 Plumas Ave,Yuba City,VA Outpatient Clinic,4.5,CA,95991
28904,638 Cantrill Dr,Davis,Onsite Medical Service,4.5,CA,95618
28905,10305 Promenade Parkway,Elk Grove,Kaiser Permanente Elk Grove Promenade Medical Office,4.5,CA,95757
28906,2505 W Hammer Ln,Stockton,Sutter Gould Medical Foundation,3.5,CA,95209
28907,2660 W Covell Blvd,Davis,UC Davis Medical Group,3.5,CA,95616
28908,7373 West Lane,Stockton,Kaiser Permanente Stockton Medical Offices,2.5,CA,95210
28909,8110 Laguna Blvd,Elk Grove,UC Davis Medical Group-Elk Grove,3.0,CA,95758
28910,9267 Laguna Springs Dr,Elk Grove,BloodSource Elk Grove,4.5,CA,95758
28911,3700  Delta Fair Blvd,Antioch,Scan 3D 4D Imaging,3.0,CA,94509
28912,4810 Elk Grove Blvd,Elk Grove,Sutter Walk-In Care,3.5,CA,95758
28913,St Vincent de Paul,Pittsburg,RotaCare Free Medical Clinic,5.0,CA,94565
28914,3450 Hillcrest Ave,Antioch,Antioch Medical Imaging,3.0,CA,94509
28915,2311 Loveridge Rd,Pittsburg,Pittsburg Health Center,3.0,CA,94565
28916,701 E Channel St,Stockton,Community Medical Centers,1.5,CA,95202
28917,1675 Alhambra Blvd,Sacramento,U.S. HealthWorks Medical Group,1.5,CA,95816
28918,9717 Elk Grove Florin Rd,Elk Grove,Sacramento Family Medical Clinic,2.5,CA,95624
28919,2730 Stockton Blvd,Sacramento,UC Davis Health System,2.5,CA,95817
28920,171 Sand Creek Rd,Brentwood,Brentwood Health Center,2.5,CA,94513
28921,1721 E Hammer Ln,Stockton,Community Medical Center,2.0,CA,95210
28922,4555 Precissi Ln,Stockton,Planned Parenthood - North Clinic,2.5,CA,95207
28923,4900 Broadway,Sacramento,UC Davis Center for Professional Practice of Nursing,5.0,CA,95820
28924,4860 Y St,Sacramento,Lawrence J Ellison Ambulatory Care Center,5.0,CA,95817
28925,2252 45th St,Sacramento,UC Davis Health System,4.0,CA,95817
28926,1001 Pittsburg-Antioch Hwy,Pittsburg,Concentra Medical Clinic,2.0,CA,94565
28927,3415 Martin Luther King Jr Blvd,Sacramento,The Effort Oakpark Clinic,4.0,CA,95817
28928,7275 E Southgate Dr,Sacramento,No Drugs,5.0,CA,95823
28929,California Avenue at Beckett Hall Circle,Davis,UC Davis Cowell Student Health Center,5.0,CA,95616
28930,650 University Ave,Sacramento,The Hearing Solution,5.0,CA,95825
28931,705 University Ave,Sacramento,Sacramento Aesthetic Surgery,5.0,CA,95825
28932,2333 W March Ln,Stockton,March Lane Quik Care,1.0,CA,95207
28933,2315 Stockton Blvd,Sacramento,UC Davis Medical Group-Emergency Medicine,3.5,CA,95817
28934,678 N Wilson Way,Stockton,Planned Parenthood - Eastland Plaza Health Center,2.0,CA,95205
28935,3439 Brookside Rd,Stockton,St. Josephs Women's Imaging Center,3.0,CA,95219
28936,1006 Nut Tree Rd,Vacaville,The Surgery Center at NorthBay VacaValley,1.5,CA,95687
28937,4501 X St,Sacramento,UC Davis Comprehensive Cancer Center,4.0,CA,95817
28938,2521 Stockton Blvd,Sacramento,UC Davis Medical Group-Otolaryngology,2.5,CA,95817
28939,3300 Stockton Blvd,Sacramento,UC Davis Medical Center,2.5,CA,95820
28940,8233 E Stockton Blvd,Sacramento,South Valley Community Health Center,1.0,CA,95828
28941,2458 Hilborn Rd,Fairfield,NorthBay Care 'til 8 - Fairfield,1.0,CA,94534
28942,"John Muir Outpatient Building, Brentwood Campus",Brentwood,Brentwood Surgery Center,5.0,CA,94513
28943,782 East Harding Way,Stockton,Dignity Health Medical Group-Stockton,1.0,CA,95205
28944,10200 Trinity Pkwy,Stockton,Lodi Health Trinity Family and Specialty Care,1.0,CA,95219
28945,2531 N California St,Stockton,Pacific Coast Medical Clinic,1.0,CA,95204
28946,545 E Cleveland,Stockton,Davita Stockton home training,4.0,CA,95204
28947,4860 Y St,Sacramento,UC Davis Vascular Center,1.0,CA,95817
28948,5524 Assembly Ct,Sacramento,Sacramento Community Clinic,1.0,CA,95823
28949,15 Business Pkwy,Sacramento,Sacramento Occupational Medical Group,3.0,CA,95820
28950,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
28951,3244 Brookside Rd,Stockton,Stockton Hearing & Speech Center,3.0,CA,95219
28952,1104 Buchanan Rd,Antioch,Planned Parenthood - Antioch Health Center,2.0,CA,94509
28953,1900 Dresden Drive,Lincoln,Kaiser Permanente Lincoln Medical Offices,4.0,CA,95648
28954,1550 3rd St,Lincoln,Lincoln Meadows Care Center,1.0,CA,95648
28955,550 W West Ranch View Dr,Rocklin,UC Davis Medical Group,3.0,CA,95765
28956,El Camino Medical Clinic,Rocklin,Henry J Low MD,5.0,CA,95765
28957,11670 Atwood Rd,Auburn,Chapa-De Indian Health,4.0,CA,95603
28958,1907 Douglas Blvd,Roseville,Med Care Medical Center,4.0,CA,95661
28959,9250 Fairway Dr,Roseville,"WellnessMart, MD",4.0,CA,95678
28960,3133 Professional Dr,Auburn,Quest Diagnostics,2.0,CA,95603
28961,11583 C Ave,Auburn,Placer County Medical Center,3.0,CA,95603
28962,6960 Destiny Dr,Rocklin,Placer Private Physicians,5.0,CA,95677
28963,2241 Sunset Blvd,Rocklin,Best Life Medical Center,2.0,CA,95765
28964,970 Plumas St,Yuba City,Fremont Medical Center,5.0,CA,95991
28965,1212 Coloma Way,Roseville,Sierra Pregnancy & Health,5.0,CA,95661
28966,6000 Fairway Dr,Rocklin,Biomechanics Chiropractic Clinic,3.5,CA,95677
28967,3992 Foothills Blvd,Roseville,"Children's Dental Care - Michael A Staveris, DDS",5.0,CA,95747
28968,4010 Foothills Blvd,Roseville,Sutter Walk-In Care,3.0,CA,95747
28969,2120 Professional Dr,Roseville,Kaiser Permanente Roseville Medical Center,3.0,CA,95661
28970,1001 Riverside Ave.,Roseville,Kaiser Permanente Roseville Medical Offices - Riverside,3.0,CA,95678
28971,3200 Bell Road,Auburn,Uc Davis Health System,1.5,CA,95603
28972,5 Medical Plz,Roseville,Pulmonary Medicine Associates,1.5,CA,95677
28973,1660 E Roseville Pkwy,Roseville,Kaiser Permanente,5.0,CA,95661
28974,618 5th St,Marysville,The Freemont - Rideout Cancer Center,4.0,CA,95901
28975,480 Plumas Blvd,Yuba City,Sutter North Medical Foundation,2.0,CA,95991
28976,1101 Smith Ln,Roseville,Nivano Health,5.0,CA,95661
28977,425 Plumas Ave,Yuba City,VA Outpatient Clinic,4.5,CA,95991
28978,1478 Stone Point Dr,Roseville,Lifestyle Lift,3.0,CA,95661
28979,729 Sunrise Ave,Roseville,Planned Parenthood - Roseville Health Center,3.5,CA,95661
28980,300 Harding Blvd,Roseville,Central Valley Laser Center,1.5,CA,95678
28981,5959 Greeneback Ln,Citrus Heights,EYEcenter Optometric,4.0,CA,95621
28982,701 Sunrise Ave,Roseville,MED7 at Work,2.0,CA,95661
28983,7777 Sunrise Blvd,Citrus Heights,Molina Medical Clinic,1.0,CA,95610
28984,430 Palora Ave,Yuba City,Planned Parenthood - Yuba City Health Center,1.0,CA,95991
28985,20601 W Paoli Ln,Weimar,Weimar Family Care,1.0,CA,95736
28986,6197 Sunrise Blvd,Citrus Heights,Quest Diagnostics Incorporated,2.5,CA,95610
28987,408 Sierra College Dr,Grass Valley,Grass Valley Surgery Center,1.0,CA,95945
28988,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
28989,3919 Park Dr,El Dorado Hills,Sutter Walk-In Care,5.0,CA,95762
28990,2155 Iron Point Road,Folsom,Kaiser Permanente Folsom Medical Offices,3.0,CA,95630
28991,285 Palladio Parkway,Folsom,Kaiser Permanente Folsom Ambulatory Surgery,4.0,CA,95630
28992,5168 Honpie Rd,Placerville,Shingle Springs Health and Wellness Center,2.5,CA,95667
28993,1100 Marshall Way,Placerville,Marshall Medical Center,3.0,CA,95667
28994,3104 Ponte Morino Dr,Cameron Park,Center For Functional & Integrative Medicine,1.5,CA,95682
28995,2220 E Bidwell St,Folsom,"Christa Clark, MD, FACS",5.0,CA,95630
28996,2220 E Bidwell St,Folsom,Kaufman & Clark Plastic Surgery,4.5,CA,95630
28997,1655 Creekside Drive,Folsom,Radiological Associates of Sacramento Medical Group,4.0,CA,95630
28998,3581 Palmer Dr,Cameron Park,Marshall Hematology and Oncology,0.0,CA,95682
28999,4341 Golden Ctr Dr,Placerville,Marshall Sierra Primary Medicine,3.0,CA,95667
29000,1106 Windfield Way,El Dorado Hills,Beyond Medicine And Rehabilitation,1.0,CA,95762
29001,421 Blue Ravine Rd,Folsom,EYEcenter Optometric,1.0,CA,95630
29002,3280 Washington St,Placerville,Western Slope Health Center,0.0,CA,95667
29003,1004 Fowler Way,Placerville,Marshall Cardiology,0.0,CA,95667
29004,740 Oak Ave Pkwy,Folsom,Vitality Medical Laser and Skin Clinic,3.0,CA,95630
29005,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
29006,10725 International Drive,Rancho Cordova,Kaiser Permanente Rancho Cordova Medical Offices,3.0,CA,95670
29007,10535 Hospital Way,Mather,Sacramento VA Medical Center,3.5,CA,95655
29008,2155 Iron Point Road,Folsom,Kaiser Permanente Folsom Medical Offices,3.0,CA,95630
29009,285 Palladio Parkway,Folsom,Kaiser Permanente Folsom Ambulatory Surgery,4.0,CA,95630
29010,11220 Gold Express Dr,Gold River,Smart Healthcare Solutions,2.0,CA,95670
29011,10410 Coloma Rd,Rancho Cordova,Casa Coloma Health Care Center,5.0,CA,95670
